Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-01-30 09:38:30,4120.0,0,4136.77419355,0,4170.32258065,0,4229.03225806,0,4454.19354839,0,4254.83870968,0,4235.80645161,0,4389.67741935,0,4273.5483871,0,4258.06451613,0,4210.32258065,0,4378.38709677,0,4333.5483871,0,4204.83870968,0,0,0,?
2018-01-30 09:38:30.004000,4201.61290323,0,4168.70967742,0,4178.38709677,0,4210.32258065,0,4461.29032258,0,4268.06451613,0,4250.0,0,4361.61290323,0,4238.70967742,0,4273.87096774,0,4183.87096774,0,4385.48387097,0,4340.0,0,4169.35483871,0,0,0,?
2018-01-30 09:38:30.018000,4145.16129032,0,4146.12903226,0,4208.38709677,0,4254.19354839,0,4445.48387097,0,4264.51612903,0,4250.0,0,4420.64516129,0,4210.64516129,0,4244.83870968,0,4167.09677419,0,4374.51612903,0,4337.74193548,0,4192.25806452,0,0,0,?
2018-01-30 09:38:30.020000,4175.16129032,0,4146.12903226,0,4172.25806452,0,4240.32258065,0,4465.80645161,0,4257.09677419,0,4274.19354839,0,4407.74193548,0,4260.64516129,0,4246.12903226,0,4201.61290323,0,4371.29032258,0,4306.12903226,0,4207.09677419,0,0,0,?
2018-01-30 09:38:30.031000,4181.61290323,0,4169.67741935,0,4157.41935484,0,4229.67741935,0,4467.09677419,0,4247.74193548,0,4231.93548387,0,4351.61290323,0,4231.93548387,0,4240.96774194,0,4165.80645161,0,4355.48387097,0,4310.0,0,4182.25806452,0,0,0,?
2018-01-30 09:38:30.035000,4131.61290323,0,4155.80645161,0,4203.5483871,0,4244.51612903,0,4471.61290323,0,4277.09677419,0,4331.29032258,0,4386.4516129,0,4203.22580645,0,4230.96774194,0,4214.51612903,0,4354.51612903,0,4333.5483871,0,4224.83870968,0,0,0,?
2018-01-30 09:38:30.047000,4196.4516129,0,4178.06451613,0,4172.25806452,0,4224.51612903,0,4477.09677419,0,4307.41935484,0,4303.87096774,0,4400.32258065,0,4229.67741935,0,4229.35483871,0,4197.74193548,0,4336.12903226,0,4335.48387097,0,4221.93548387,0,0,0,?
2018-01-30 09:38:30.051000,4150.96774194,0,4161.61290323,0,4173.87096774,0,4215.80645161,0,4467.74193548,0,4283.87096774,0,4294.83870968,0,4412.25806452,0,4276.77419355,0,4247.41935484,0,4170.64516129,0,4355.80645161,0,4332.25806452,0,4190.64516129,0,0,0,?
2018-01-30 09:38:30.063000,4158.38709677,0,4174.83870968,0,4223.87096774,0,4223.87096774,0,4467.74193548,0,4279.67741935,0,4316.12903226,0,4426.77419355,0,4258.70967742,0,4244.83870968,0,4223.87096774,0,4340.32258065,0,4296.4516129,0,4205.80645161,0,0,0,?
2018-01-30 09:38:30.067000,4174.19354839,0,4184.83870968,0,4196.4516129,0,4225.48387097,0,4466.12903226,0,4266.4516129,0,4326.4516129,0,4434.83870968,0,4210.64516129,0,4246.12903226,0,4202.25806452,0,4334.19354839,0,4291.29032258,0,4234.83870968,0,0,0,?
