Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-01-22 08:40:46.380000,4133.87096774,0,4201.29032258,0,4189.03225806,0,4138.70967742,0,4131.93548387,0,4131.29032258,0,4137.09677419,0,4169.35483871,0,4110.0,0,4142.90322581,0,4184.19354839,0,4134.83870968,0,4167.41935484,0,4179.03225806,0,0,0,?
2018-01-22 08:40:46.384000,4177.09677419,0,4179.03225806,0,4147.74193548,0,4138.38709677,0,4175.80645161,0,4129.67741935,0,4136.12903226,0,4128.38709677,0,4079.03225806,0,4117.41935484,0,4151.61290323,0,4143.87096774,0,4178.70967742,0,4144.83870968,0,0,0,?
2018-01-22 08:40:46.393000,4134.19354839,0,4161.29032258,0,4180.64516129,0,4173.5483871,0,4137.41935484,0,4176.12903226,0,4145.16129032,0,4169.67741935,0,4120.32258065,0,4131.93548387,0,4172.58064516,0,4171.29032258,0,4142.90322581,0,4138.06451613,0,0,0,?
2018-01-22 08:40:46.401000,4186.77419355,0,4188.06451613,0,4192.90322581,0,4131.61290323,0,4177.41935484,0,4142.58064516,0,4148.38709677,0,4131.29032258,0,4117.09677419,0,4139.03225806,0,4138.38709677,0,4175.80645161,0,4170.64516129,0,4154.51612903,0,0,0,?
2018-01-22 08:40:46.410000,4168.06451613,0,4187.74193548,0,4164.51612903,0,4121.61290323,0,4168.06451613,0,4135.80645161,0,4132.90322581,0,4172.90322581,0,4116.12903226,0,4114.83870968,0,4168.38709677,0,4159.67741935,0,4130.32258065,0,4125.48387097,0,0,0,?
2018-01-22 08:40:46.417000,4177.41935484,0,4198.70967742,0,4206.12903226,0,4175.48387097,0,4178.70967742,0,4139.35483871,0,4143.22580645,0,4185.48387097,0,4138.06451613,0,4153.87096774,0,4166.12903226,0,4138.06451613,0,4159.67741935,0,4164.83870968,0,0,0,?
2018-01-22 08:40:46.426000,4184.51612903,0,4164.83870968,0,4141.61290323,0,4100.0,0,4130.32258065,0,4146.12903226,0,4138.70967742,0,4153.87096774,0,4080.96774194,0,4126.12903226,0,4111.93548387,0,4146.12903226,0,4189.67741935,0,4132.90322581,0,0,0,?
2018-01-22 08:40:46.432000,4129.67741935,0,4197.41935484,0,4200.32258065,0,4112.90322581,0,4134.83870968,0,4132.25806452,0,4136.77419355,0,4165.48387097,0,4111.29032258,0,4132.25806452,0,4138.06451613,0,4170.0,0,4152.58064516,0,4169.35483871,0,0,0,?
2018-01-22 08:40:46.440000,4178.06451613,0,4195.80645161,0,4160.96774194,0,4098.70967742,0,4175.80645161,0,4135.80645161,0,4146.12903226,0,4130.96774194,0,4142.25806452,0,4141.93548387,0,4178.06451613,0,4170.64516129,0,4165.80645161,0,4132.58064516,0,0,0,?
2018-01-22 08:40:46.449000,4131.93548387,0,4194.51612903,0,4170.96774194,0,4120.0,0,4177.09677419,0,4131.61290323,0,4137.74193548,0,4176.77419355,0,4122.90322581,0,4114.83870968,0,4144.51612903,0,4147.09677419,0,4175.16129032,0,4106.77419355,0,0,0,?
