 (1.420891585546485203e+02+1.129819512453747734e+02j), (-2.916301428493652281e+01+-7.888896099043370214e+01j), (1.531619927668628236e+02+2.528542460615657319e+02j), (1.619283291997312517e+02+2.919214000539859626e+02j), (1.620542459136362083e+02+2.587316817214513662e+02j), (1.220244866299491946e+02+1.881267848906038864e+02j), (1.163075165624287024e+02+1.584506504841207573e+02j), (1.452858038301663441e+02+2.092844253497205500e+02j), (1.506142000131013390e+02+2.517170921471619067e+02j), (7.889674129750052600e+01+1.283503750811310624e+02j), (9.927003538416094841e+01+7.897505084600648217e+01j), (2.943910513028187736e+01+8.862003587000749860e+01j), (5.911796805905529339e+01+5.946972646360278958e+01j), (1.352107200326430245e+02+2.215916364511656695e+02j)
 (1.410873435583837079e+02+1.138653036185847611e+02j), (-2.849969367744261817e+01+-7.882709760681353828e+01j), (1.509602988404530493e+02+2.533097506926621634e+02j), (1.593779346436695619e+02+2.924063063902983117e+02j), (1.598023233199178605e+02+2.593140857828567505e+02j), (1.203428948923805848e+02+1.886510466447526255e+02j), (1.149245853858779753e+02+1.589628087806520966e+02j), (1.434501965617685926e+02+2.098554647441924033e+02j), (1.484206805520406647e+02+2.522155815578817908e+02j), (7.810637675712823125e+01+1.286808776497532847e+02j), (9.855233422780685260e+01+7.957494351257517451e+01j), (2.869155324439461907e+01+8.863689371108618786e+01j), (5.856045690643045987e+01+5.971661852951580585e+01j), (1.332739577766703007e+02+2.221145645748552795e+02j)
 (1.400781877739041192e+02+1.147382721804409158e+02j), (-2.783854526355691306e+01+-7.875879328744579766e+01j), (1.487588974980897945e+02+2.537432732061470233e+02j), (1.568275158044558282e+02+2.928655149291710700e+02j), (1.575487558881536643e+02+2.598739182710958175e+02j), (1.186587650898579369e+02+1.891579113189026202e+02j), (1.135390097422868223e+02+1.594609205097998483e+02j), (1.416122989268852734e+02+2.104079731786139007e+02j), (1.462263296072982257e+02+2.526920598752744240e+02j), (7.731342285355299282e+01+1.290046197087106634e+02j), (9.782989809012198634e+01+8.016733423867970032e+01j), (2.794514640548923978e+01+8.864626022544796058e+01j), (5.800172524050768885e+01+5.995780040685902890e+01j), (1.313352849740574584e+02+2.226179019952997749e+02j)
 (1.390618078363662846e+02+1.156007857142093229e+02j), (-2.717963801998087803e+01+-7.868408211747322412e+01j), (1.465580257600307732e+02+2.541548523381173368e+02j), (1.542773529851917829e+02+2.932990585401740304e+02j), (1.552937885282250932e+02+2.604111888538528206e+02j), (1.169722917340247790e+02+1.896473686941440349e+02j), (1.121509443367883705e+02+1.599449725564074640e+02j), (1.397723134227719868e+02+2.109419476079073661e+02j), (1.440313866587875111e+02+2.531465457917574042e+02j), (7.651794754461984382e+01+1.293215716188174440e+02j), (9.710281176700577532e+01+8.075217960803885831e+01j), (2.719996640427594414e+01+8.864815740865013538e+01j), (5.744183523813970282e+01+6.019326676211223059e+01j), (1.293949168335522870e+02+2.231016499887655300e+02j)
 (1.380383211354992739e+02+1.164527743785224914e+02j), (-2.652304044616319345e+01+-7.860299896937324604e+01j), (1.443579198933381065e+02+2.545445295084680026e+02j), (1.517277258418760937e+02+2.937069733076975240e+02j), (1.530376658229439499e+02+2.609259099942665330e+02j), (1.152836693216232788e+02+1.901194108340355911e+02j), (1.107605439084692875e+02+1.604149535977782079e+02j), (1.379304424150398347e+02+2.114573873156758737e+02j), (1.418360907508006221e+02+2.535790607448107323e+02j), (7.572001918170272461e+01+1.296317044899406312e+02j), (9.637116048926672818e+01+8.132943720932360065e+01j), (2.645609469799856583e+01+8.864260819683777015e+01j), (5.688084907584806160e+01+6.042301296914040876e+01j), (1.274530683736333856e+02+2.235658123217530147e+02j)
 (1.370078457988497291e+02+1.172941697158318277e+02j), (-2.586882055492946719e+01+-7.851557949648989165e+01j), (1.421588153804282513e+02+2.549123488089610419e+02j), (1.491789133452271869e+02+2.940892985208043910e+02j), (1.507806319949950193e+02+2.614180969451396663e+02j), (1.135930923068111866e+02+1.905740320833014039e+02j), (1.093679632088625482e+02+1.608708541031063817e+02j), (1.360868881098998884e+02+2.119542939112077988e+02j), (1.396406804593783306e+02+2.539896289098058730e+02j), (7.491970650095342421e+01+1.299349901864912908e+02j), (9.563502991032829925e+01+8.189906564076795803e+01j), (2.571361239922763176e+01+8.862963646201795598e+01j), (5.631882892150724018e+01+6.064703510864992353e+01j), (1.255099543926543362e+02+2.240103952471584705e+02j)
 (1.359705006749287008e+02+1.181249046606510689e+02j), (-2.521704586319870245e+01+-7.842186012645061055e+01j), (1.399609468877995653e+02+2.552583569909150185e+02j), (1.466311937426538634e+02+2.944460766626176564e+02j), (1.485229308739680789e+02+2.618877677427461208e+02j), (1.119007550735047403e+02+1.910112290661843701e+02j), (1.079733569804563018e+02+1.613126663326443975e+02j), (1.342418525264576203e+02+2.124326713261418718e+02j), (1.374453938597870888e+02+2.543782771924363999e+02j), (7.411707861447246160e+01+1.302314013328091846e+02j), (9.489450609388349278e+01+8.246102451462590466e+01j), (2.497260026471876415e+01+8.860926700719724636e+01j), (5.575583692604048736e+01+6.086532996754458935e+01j), (1.235657894390501355e+02+2.244354075000685498e+02j)
 (1.349264053162627590e+02+1.189449135475897350e+02j), (-2.456778338278779827e+01+-7.832187805446983475e+01j), (1.377645482349396104e+02+2.555826034525198907e+02j), (1.440848445203793631e+02+2.947773533992441344e+02j), (1.462648058634830477e+02+2.623349432002388539e+02j), (1.102068519077529345e+02+1.914310006844558529e+02j), (1.065768799352218110e+02+1.617403843366051603e+02j), (1.323955374690616225e+02+2.128925258107932166e+02j), (1.352504684941088158e+02+2.547450352207515039e+02j), (7.331220500140371144e+01+1.305209113184404544e+02j), (9.414967550150066700e+01+8.301527446147387934e+01j), (2.423313868433801588e+01+8.858152556138290379e+01j), (5.519193521512885781e+01+6.107789503818145249e+01j), (1.216207877816100194e+02+2.248408602931883422e+02j)
 (1.338756799623518816e+02+1.197541321191752530e+02j), (-2.392109961130574192e+01+-7.821567123654004661e+01j), (1.355698523634187609e+02+2.558851402257787413e+02j), (1.415401423657250746e+02+2.950831775682383409e+02j), (1.440064999084147530e+02+2.627596469006589928e+02j), (1.085115769701459385e+02+1.918333481150827140e+02j), (1.051786867331638007e+02+1.621540039538004123e+02j), (1.305481444997103040e+02+2.133338659301412576e+02j), (1.330561413389467589e+02+2.550899353367947526e+02j), (7.250515549895368395e+01+1.308034943033065929e+02j), (9.340062498018238557e+01+8.356177713435818077e+01j), (2.349530767005597554e+01+8.854643877444891586e+01j), (5.462718588093440530e+01+6.128472851752687944e+01j), (1.196751633798222656e+02+2.252267673119047231e+02j)
 (1.328184455225374450e+02+1.205524975334628550e+02j), (-2.327706052313850549e+01+-7.810327838251188837e+01j), (1.333770913061741226e+02+2.561660219630786628e+02j), (1.389973631295589200e+02+2.953636011666059744e+02j), (1.417482554622203565e+02+2.631619051895473262e+02j), (1.068151242682637303e+02+1.922182748075516372e+02j), (1.037789319608965002e+02+1.625535228100152949e+02j), (1.286998749105220838e+02+2.137567025594804591e+02j), (1.308626487732536816e+02+2.554130125878492663e+02j), (7.169600029333717828e+01+1.310791252227636505e+02j), (9.264744174987959013e+01+8.410049521278668294e+01j), (2.275918684501224831e+01+8.850403421186776143e+01j), (5.406165097383897233e+01+6.148582930621289933e+01j), (1.177291298542946976e+02+2.255931447089849371e+02j)
