Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-01-26 08:37:47.447000,4148.70967742,0,4150.32258065,0,4152.90322581,0,4180.64516129,0,4162.58064516,0,4138.38709677,0,4164.83870968,0,4163.5483871,0,4161.93548387,0,4142.58064516,0,4179.67741935,0,4167.41935484,0,4198.70967742,0,4156.77419355,0,0,0,?
2018-01-26 08:37:47.448000,4140.32258065,0,4160.32258065,0,4170.96774194,0,4183.5483871,0,4155.16129032,0,4179.03225806,0,4163.87096774,0,4155.16129032,0,4180.32258065,0,4141.29032258,0,4174.83870968,0,4161.29032258,0,4192.58064516,0,4140.0,0,0,0,?
2018-01-26 08:37:47.452000,4166.4516129,0,4166.4516129,0,4160.0,0,4181.29032258,0,4138.06451613,0,4170.96774194,0,4153.5483871,0,4147.09677419,0,4150.96774194,0,4153.22580645,0,4166.77419355,0,4164.51612903,0,4205.16129032,0,4157.09677419,0,0,0,?
2018-01-26 08:37:47.466000,4144.51612903,0,4150.64516129,0,4153.5483871,0,4169.03225806,0,4150.32258065,0,4140.0,0,4164.83870968,0,4177.09677419,0,4178.70967742,0,4172.25806452,0,4178.38709677,0,4181.93548387,0,4211.29032258,0,4150.32258065,0,0,0,?
2018-01-26 08:37:47.477000,4152.90322581,0,4159.35483871,0,4159.35483871,0,4155.80645161,0,4156.4516129,0,4146.4516129,0,4186.77419355,0,4190.0,0,4203.22580645,0,4182.90322581,0,4185.80645161,0,4185.16129032,0,4204.51612903,0,4149.03225806,0,0,0,?
2018-01-26 08:37:47.480000,4152.90322581,0,4159.35483871,0,4159.35483871,0,4155.80645161,0,4156.4516129,0,4146.4516129,0,4186.77419355,0,4190.0,0,4203.22580645,0,4182.90322581,0,4185.80645161,0,4185.16129032,0,4204.51612903,0,4149.03225806,0,0,0,?
2018-01-26 08:37:47.484000,4160.64516129,0,4164.19354839,0,4166.12903226,0,4172.58064516,0,4155.48387097,0,4141.61290323,0,4191.93548387,0,4173.87096774,0,4176.12903226,0,4188.38709677,0,4178.70967742,0,4180.96774194,0,4205.48387097,0,4151.29032258,0,0,0,?
2018-01-26 08:37:47.492000,4133.5483871,0,4147.09677419,0,4132.25806452,0,4185.16129032,0,4154.83870968,0,4145.48387097,0,4173.22580645,0,4168.06451613,0,4179.67741935,0,4180.0,0,4177.09677419,0,4181.61290323,0,4197.09677419,0,4139.03225806,0,0,0,?
2018-01-26 08:37:47.494000,4153.22580645,0,4151.29032258,0,4157.74193548,0,4198.38709677,0,4156.12903226,0,4140.32258065,0,4176.77419355,0,4187.74193548,0,4168.70967742,0,4186.12903226,0,4194.83870968,0,4183.5483871,0,4200.32258065,0,4150.0,0,0,0,?
2018-01-26 08:37:47.506000,4151.93548387,0,4159.03225806,0,4155.16129032,0,4196.12903226,0,4173.87096774,0,4139.03225806,0,4195.80645161,0,4204.51612903,0,4187.41935484,0,4189.03225806,0,4189.35483871,0,4185.16129032,0,4207.74193548,0,4143.5483871,0,0,0,?
