Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-01-26 08:14:31.225000,4174.19354839,0,4174.19354839,0,4238.38709677,0,4135.80645161,0,4107.09677419,0,4101.61290323,0,4145.48387097,0,4168.06451613,0,4135.48387097,0,4098.06451613,0,4121.93548387,0,3986.4516129,0,4179.03225806,0,4173.5483871,0,0,0,?
2018-01-26 08:14:31.228000,4129.35483871,0,4136.12903226,0,4275.48387097,0,4147.74193548,0,4166.77419355,0,4129.35483871,0,4160.0,0,4152.25806452,0,4144.83870968,0,4123.5483871,0,4132.25806452,0,4004.19354839,0,4187.09677419,0,4138.38709677,0,0,0,?
2018-01-26 08:14:31.235000,4133.5483871,0,4133.5483871,0,4272.90322581,0,4126.12903226,0,4170.96774194,0,4127.74193548,0,4126.77419355,0,4154.83870968,0,4161.93548387,0,4145.16129032,0,4121.93548387,0,3988.38709677,0,4168.70967742,0,4138.06451613,0,0,0,?
2018-01-26 08:14:31.241000,4169.35483871,0,4150.0,0,4215.80645161,0,4122.25806452,0,4135.48387097,0,4110.0,0,4107.09677419,0,4125.48387097,0,4099.67741935,0,4084.83870968,0,4109.35483871,0,3970.32258065,0,4147.09677419,0,4163.5483871,0,0,0,?
2018-01-26 08:14:31.255000,4176.77419355,0,4116.77419355,0,4183.87096774,0,4146.12903226,0,4140.96774194,0,4140.32258065,0,4110.64516129,0,4122.25806452,0,4135.80645161,0,4053.5483871,0,4144.19354839,0,4014.19354839,0,4146.12903226,0,4156.12903226,0,0,0,?
2018-01-26 08:14:31.259000,4129.35483871,0,4123.87096774,0,4182.58064516,0,4113.87096774,0,4129.67741935,0,4137.74193548,0,4102.58064516,0,4105.16129032,0,4102.58064516,0,4067.41935484,0,4097.41935484,0,3981.93548387,0,4167.74193548,0,4156.12903226,0,0,0,?
2018-01-26 08:14:31.268000,4178.38709677,0,4156.77419355,0,4203.87096774,0,4100.96774194,0,4118.06451613,0,4117.41935484,0,4112.25806452,0,4124.19354839,0,4134.83870968,0,4123.5483871,0,4113.22580645,0,4013.87096774,0,4177.09677419,0,4162.25806452,0,0,0,?
2018-01-26 08:14:31.272000,4137.74193548,0,4168.38709677,0,4233.22580645,0,4122.90322581,0,4120.64516129,0,4131.93548387,0,4126.4516129,0,4133.87096774,0,4125.16129032,0,4091.29032258,0,4103.22580645,0,4014.19354839,0,4162.90322581,0,4169.35483871,0,0,0,?
2018-01-26 08:14:31.285000,4170.64516129,0,4155.48387097,0,4188.06451613,0,4146.12903226,0,4124.83870968,0,4104.19354839,0,4103.87096774,0,4141.61290323,0,4133.22580645,0,4089.67741935,0,4097.74193548,0,4004.51612903,0,4165.16129032,0,4161.61290323,0,0,0,?
2018-01-26 08:14:31.291000,4172.58064516,0,4161.61290323,0,4209.67741935,0,4114.83870968,0,4120.0,0,4142.58064516,0,4137.74193548,0,4122.90322581,0,4138.06451613,0,4077.41935484,0,4114.83870968,0,4017.74193548,0,4174.51612903,0,4171.93548387,0,0,0,?
2018-01-26 08:14:31.301000,4178.06451613,0,4162.58064516,0,4216.4516129,0,4148.38709677,0,4124.51612903,0,4140.32258065,0,4101.29032258,0,4129.35483871,0,4143.5483871,0,4137.09677419,0,4110.0,0,4024.51612903,0,4150.32258065,0,4176.77419355,0,0,0,?
2018-01-26 08:14:31.305000,4163.22580645,0,4152.58064516,0,4196.12903226,0,4131.29032258,0,4105.48387097,0,4127.74193548,0,4114.51612903,0,4123.22580645,0,4102.25806452,0,4133.87096774,0,4100.0,0,4022.25806452,0,4138.70967742,0,4161.29032258,0,0,0,?
2018-01-26 08:14:31.318000,4173.22580645,0,4163.87096774,0,4210.96774194,0,4130.64516129,0,4120.96774194,0,4144.51612903,0,4120.0,0,4135.48387097,0,4094.51612903,0,4113.22580645,0,4110.0,0,4033.22580645,0,4155.48387097,0,4166.4516129,0,0,0,?
2018-01-26 08:14:31.323000,4178.06451613,0,4161.29032258,0,4222.58064516,0,4158.06451613,0,4137.41935484,0,4104.83870968,0,4119.03225806,0,4141.61290323,0,4125.16129032,0,4121.61290323,0,4115.16129032,0,4041.61290323,0,4143.22580645,0,4178.06451613,0,0,0,?
2018-01-26 08:14:31.331000,4130.64516129,0,4155.16129032,0,4235.48387097,0,4139.35483871,0,4123.22580645,0,4141.61290323,0,4103.87096774,0,4111.93548387,0,4132.25806452,0,4115.48387097,0,4110.32258065,0,4039.35483871,0,4169.35483871,0,4176.4516129,0,0,0,?
2018-01-26 08:14:31.337000,4133.87096774,0,4164.51612903,0,4234.83870968,0,4119.67741935,0,4141.93548387,0,4111.93548387,0,4109.67741935,0,4104.83870968,0,4119.35483871,0,4097.41935484,0,4112.25806452,0,4047.09677419,0,4172.90322581,0,4172.58064516,0,0,0,?
2018-01-26 08:14:31.350000,4170.0,0,4162.90322581,0,4186.77419355,0,4133.87096774,0,4099.03225806,0,4113.22580645,0,4117.74193548,0,4102.90322581,0,4090.0,0,4094.19354839,0,4110.64516129,0,4013.22580645,0,4175.48387097,0,4165.80645161,0,0,0,?
2018-01-26 08:14:31.354000,4171.61290323,0,4154.83870968,0,4203.22580645,0,4130.64516129,0,4104.83870968,0,4119.67741935,0,4144.19354839,0,4066.77419355,0,4066.12903226,0,4095.48387097,0,4145.48387097,0,4019.03225806,0,4164.51612903,0,4164.51612903,0,0,0,?
2018-01-26 08:14:31.363000,4167.74193548,0,4157.09677419,0,4204.19354839,0,4140.96774194,0,4122.25806452,0,4129.35483871,0,4145.48387097,0,4080.32258065,0,4125.16129032,0,4115.80645161,0,4097.41935484,0,4014.51612903,0,4179.03225806,0,4170.0,0,0,0,?
2018-01-26 08:14:31.367000,4132.58064516,0,4167.41935484,0,4196.4516129,0,4164.83870968,0,4110.64516129,0,4117.41935484,0,4136.12903226,0,4123.5483871,0,4129.67741935,0,4097.74193548,0,4119.35483871,0,4014.51612903,0,4159.67741935,0,4130.32258065,0,0,0,?
